|0000|019|0|01092025|30092025|SUPERMERCADO FRUTILÂNDIA LTDA|04792962000181||MS|283206993|5007901|||A|1|
|0001|0|
|0005|SUPERMERCADO FRUTILÂNDIA LTDA|79170000|RUA THOMAS CACERES|370|SÃO BENTO|SÃO BENTO|6732722600||frutilandia_ms@hotmail.com|
|0100|JAIR PERIN|56425651091|006252O8|||AVENIDA MATO GROSSO|2100||JARDIM DOS ESTADOS|6730265060|6730265060|perin@perincontabil.com.br|5002704|
|0150|CLI1050|GLOBAL PRODUTOS AGOPECUARIOS LTDA|1058|05970600000104||283298502|5007901||DORVALINO DOS SANTOS|2526|CEP: 79.170-000|PE DE CEDRO|
|0150|CLI460|BALBINOS AGROINDUSTRIAL|1058|12052144000170||283590041|5007901||DO MATADOURO|S/N|CEP: 79.170-000|RURAL|
|0150|ESP1725503|JOELINO TEIXEIRA|1058||63689049172|288702590|5007901||RUA CAPAO BONITO 2|LT 147||RURAL|
|0150|FORN110|PONZAN IND COM DE PROD ALIMENT LTDA|1058|06191751000380||283648708|5002704||JOSE ANACHE|467|CEP: 79.033-050|MATA JACINTO|
|0150|FORN122|CENTRAL DISTRIBUIDORA DE PROD A|1058|07548592000120||283363681|5002704||LAGUNA|S/N|CEP: 79.008-430|VILA ESPLANADA|
|0150|FORN133|BELLO ALIMENTOS LTDA|1058|08201770000457||283494190|5002704||DAS COCHILHAS|296|CEP: 79.097-480|CENTRO|
|0150|FORN143|MACHADO E PEREIRA LTDA|1058|09149390000130||283448954|5002704||ANTONIO RAHE|680|CEP: 79.033-580|MATA DO JACINTO|
|0150|FORN146|AJINDUS COM AT IMP EXP PROD ALIM LT|1058|09244411000105||283451203|5003702||OITO|10|CEP: 79.804-976|CHACARA TREVO|
|0150|FORN162|GOMES E CAVACINI LTDA|1058|10705634000101||283512040|5002704||TORDESILHAS|422|CEP: 79.103-490|VILA COUTINHO|
|0150|FORN164|COMERCIAL PLANALTO LTDA|1058|10865132000130||283528389|5007901||DORVALINO DOS SANTOS|460|CEP: 79.170-000|CENTRO|
|0150|FORN165|LIG GAZ DISTRIBUIDORA DE BEBIDAS E GAS|1058|10865132000210||283633670|5007901||CACERES|865|CEP: 79.170-000|SAO BENTO|
