|0000|019|0|01032025|31032025|SUPERMERCADO FRUTILÂNDIA LTDA|04792962000181||MS|283206993|5007901|||A|1|
|0001|0|
|0005|SUPERMERCADO FRUTILÂNDIA LTDA|79170000|RUA THOMAS CACERES|370|SÃO BENTO|SÃO BENTO|6732722600||frutilandia_ms@hotmail.com|
|0100|JAIR PERIN|56425651091|006252O8|||AVENIDA MATO GROSSO|2100||JARDIM DOS ESTADOS|6730265060|6730265060|perin@perincontabil.com.br|5002704|
|0150|CLI1050|GLOBAL PRODUTOS AGOPECUARIOS LTDA|1058|05970600000104||283298502|5007901||DORVALINO DOS SANTOS|2526|CEP: 79.170-000|PE DE CEDRO|
|0150|CLI1053|SINDICATO MUNICIPAL TRABALHADORES EDUCACAO BASICA|1058|36796902000123|||5007901||ACRE|1616|CEP: 79.170-000|CENTRO|
|0150|CLI460|BALBINOS AGROINDUSTRIAL|1058|12052144000170||283590041|5007901||DO MATADOURO|S/N|CEP: 79.170-000|RURAL|
|0150|FORN122|CENTRAL DISTRIBUIDORA DE PROD A|1058|07548592000120||283363681|5002704||LAGUNA|S/N|CEP: 79.008-430|VILA ESPLANADA|
|0150|FORN133|BELLO ALIMENTOS LTDA|1058|08201770000457||283494190|5002704||DAS COCHILHAS|296|CEP: 79.097-480|CENTRO|
|0150|FORN143|MACHADO E PEREIRA LTDA|1058|09149390000130||283448954|5002704||ANTONIO RAHE|680|CEP: 79.033-580|MATA DO JACINTO|
|0150|FORN146|AJINDUS COM AT IMP EXP PROD ALIM LT|1058|09244411000105||283451203|5003702||OITO|10|CEP: 79.804-976|CHACARA TREVO|
|0150|FORN148|GALEGO FRUTAS LTDA|1058|09389009000100||283458690|5002704||ANTONIO RAHE|680|CEP: 79.033-580|MATA DO JACINTO|
|0150|FORN161|COM PE HORTIFRUTIG. NOVA SAFRA LTDA|1058|10649380000143||283505966|5002704||ANTONIO RAHE|680|CEP: 79.033-588|MATA DO JACINTO|
|0150|FORN162|GOMES E CAVACINI LTDA|1058|10705634000101||283512040|5002704||TORDESILHAS|422|CEP: 79.103-490|VILA COUTINHO|
|0150|FORN164|COMERCIAL PLANALTO LTDA|1058|10865132000130||283528389|5007901||DORVALINO DOS SANTOS|460|CEP: 79.170-000|CENTRO|
|0150|FORN165|LIG GAZ DISTRIBUIDORA DE BEBIDAS E GAS|1058|10865132000210||283633670|5007901||CACERES|865|CEP: 79.170-000|SAO BENTO|
|0150|FORN17|SBM COMERCIO DE PRODUTOS ALIMENTICIOS LT|1058|01026770000176||282938796|5002704||CORONEL ANTONINO|7327|CEP: 79.018-000|NOVA LIMA|
|0150|FORN171|GAVIOLE E GAVIOLE COMERCIO DE HORTIFRUTI|1058|11285597000184||283556064|5002704||ANTONIO RAHE|680|CEP: 79.033-580|MATA DO JACINTO|
|0150|FORN175|COM.DE PRODUTOS AGRI.MONTE ALTO EIRELI|1058|11502306000324||284020524|5002704||ANTONIO RAHE|680|CEP: 79.033-900|MT DO JACINT.II|
|0150|FORN213|CAFE TRES CORACOES S/A|1058|17467515002908||283527021|5002704||JOAQUIM MURTINHO|7041|CEP: 79.041-060|JD NOROESTE|
|0150|FORN236|MARTINS COMERCIO E SERVICOS DE DSITRIB|1058|43214055007110||283213434|5006309||TREZE DE MAIO|SN|CEP: 79.500-000|SANTO ANTONIO|
|0150|FORN244|DISTRIBUIDORA DE ALIMENTOS FRANCISCO IKE|1058|52761434000612||282862226|5002704||CORONEL ANTONINO|SN|CEP: 79.016-000|SEGREDO|
|0150|FORN245|MWA COM PROD ALIMENTICIOS LTDA - MS|1058|53512810000274||283732148|5001003||EDUARDO JESUINO TIAGO|1021|CEP: 79.750-000|CENTRO|
|0150|FORN249|SPAL IND. BRAS. BEBIDAS SA|1058|61186888009816||283750510|5002704||CAMPO GRANDE/SAO PAULO|SN|CEP: 79.060-000|VILA ALBUQUERQU|
|0150|FORN258|ATACADAO DIST. COM. IND. LTDA.|1058|75315333000290||283159090|5002704||CEL.ANTONINO|3699|CEP: 79.016-000|MORADA VERDE|
|0150|FORN262|COMERCIAL DESTRO LTDA FILIAL 2|1058|76062488000739||4100050779|4104808||BRASIL|333|CEP: 85.816-290|CATARATAS|
|0150|FORN263|COMERCIAL DESTRO LTDA - FILIAL 11 - MS|1058|76062488001700||283461144|5005681||DEP FERNANDO SALDANHA|S/N|CEP: 79.980-000|CENTRO|
|0150|FORN276|COOPERATIVA CENTRAL AURORA ALIMENTOS|1058|83310441007200||283991038|5002704||SOLON PADILHA|2402|CEP: 79.108-600|LOT POLO EMPRES|
