|0000|019|0|01112025|30112025|SUPERMERCADO FRUTILÂNDIA LTDA|04792962000181||MS|283206993|5007901|||A|1|
|0001|0|
|0005|SUPERMERCADO FRUTILÂNDIA LTDA|79170000|RUA THOMAS CACERES|370|SÃO BENTO|SÃO BENTO|6732722600||frutilandia_ms@hotmail.com|
|0100|JAIR PERIN|56425651091|006252O8|||AVENIDA MATO GROSSO|2100||JARDIM DOS ESTADOS|6730265060|6730265060|perin@perincontabil.com.br|5002704|
|0150|CLI1050|GLOBAL PRODUTOS AGOPECUARIOS LTDA|1058|05970600000104||283298502|5007901||DORVALINO DOS SANTOS|2526|CEP: 79.170-000|PE DE CEDRO|
|0150|CLI1053|SINDICATO MUNICIPAL TRABALHADORES EDUCACAO BASICA|1058|36796902000123|||5007901||ACRE|1616|CEP: 79.170-000|CENTRO|
|0150|CLI1388|T E A FOOD SERVICE LTDA|1058|16637982000167||283817062|5007901||GENEROSO PONCE|20|CEP: 79.170-000|SAO BENTO|
|0150|FORN122|CENTRAL DISTRIBUIDORA DE PROD A|1058|07548592000120||283363681|5002704||LAGUNA|S/N|CEP: 79.008-430|VILA ESPLANADA|
|0150|FORN133|BELLO ALIMENTOS LTDA|1058|08201770000457||283494190|5002704||DAS COCHILHAS|296|CEP: 79.097-480|CENTRO|
|0150|FORN143|MACHADO E PEREIRA LTDA|1058|09149390000130||283448954|5002704||ANTONIO RAHE|680|CEP: 79.033-580|MATA DO JACINTO|
|0150|FORN146|AJINDUS COM AT IMP EXP PROD ALIM LT|1058|09244411000105||283451203|5003702||OITO|10|CEP: 79.804-976|CHACARA TREVO|
|0150|FORN148|GALEGO FRUTAS LTDA|1058|09389009000100||283458690|5002704||ANTONIO RAHE|680|CEP: 79.033-580|MATA DO JACINTO|
|0150|FORN162|GOMES E CAVACINI LTDA|1058|10705634000101||283512040|5002704||TORDESILHAS|422|CEP: 79.103-490|VILA COUTINHO|
|0150|FORN164|COMERCIAL PLANALTO LTDA|1058|10865132000130||283528389|5007901||DORVALINO DOS SANTOS|460|CEP: 79.170-000|CENTRO|
|0150|FORN165|LIG GAZ DISTRIBUIDORA DE BEBIDAS E GAS|1058|10865132000210||283633670|5007901||CACERES|865|CEP: 79.170-000|SAO BENTO|
|0150|FORN17|SBM COMERCIO DE PRODUTOS ALIMENTICIOS LT|1058|01026770000176||282938796|5002704||CORONEL ANTONINO|7327|CEP: 79.018-000|NOVA LIMA|
|0150|FORN171|GAVIOLE E GAVIOLE COMERCIO DE HORTIFRUTI|1058|11285597000184||283556064|5002704||ANTONIO RAHE|680|CEP: 79.033-580|MATA DO JACINTO|
|0150|FORN175|COM.DE PRODUTOS AGRI.MONTE ALTO EIRELI|1058|11502306000324||284020524|5002704||ANTONIO RAHE|680|CEP: 79.033-900|MT DO JACINT.II|
|0150|FORN236|MARTINS COMERCIO E SERVICOS DE DSITRIB|1058|43214055007110||283213434|5006309||TREZE DE MAIO|SN|CEP: 79.500-000|SANTO ANTONIO|
|0150|FORN244|DISTRIBUIDORA DE ALIMENTOS FRANCISCO IKE|1058|52761434000612||282862226|5002704||CORONEL ANTONINO|SN|CEP: 79.016-000|SEGREDO|
|0150|FORN249|SPAL IND. BRAS. BEBIDAS SA|1058|61186888009816||283750510|5002704||CAMPO GRANDE/SAO PAULO|SN|CEP: 79.060-000|VILA ALBUQUERQU|
|0150|FORN258|ATACADAO DIST. COM. IND. LTDA.|1058|75315333000290||283159090|5002704||CEL.ANTONINO|3699|CEP: 79.016-000|MORADA VERDE|
|0150|FORN262|COMERCIAL DESTRO LTDA FILIAL 2|1058|76062488000739||4100050779|4104808||BRASIL|333|CEP: 85.816-290|CATARATAS|
|0150|FORN263|COMERCIAL DESTRO LTDA - FILIAL 11 - MS|1058|76062488001700||283461144|5005681||DEP FERNANDO SALDANHA|S/N|CEP: 79.980-000|CENTRO|
|0150|FORN276|COOPERATIVA CENTRAL AURORA ALIMENTOS|1058|83310441007200||283991038|5002704||SOLON PADILHA|2402|CEP: 79.108-600|LOT POLO EMPRES|
|0150|FORN286|Nestle Brasil Ltda|1058|60409075046497||284004022|5002704||Av. Guaicurus|3211|CEP: 79.063-080|Universitario|
|0150|FORN31|BRF  S.A|1058|01838723042474||282747150|5002704||BR 163, KM 04|6689|CEP: 79.064-000|CID.MORENA|
|0150|FORN324|REAL DISTRIBUIDORA E LOGISTICA LTDA 5|1058|03785066000556||283749725|5002902||RUA SEBASTIAO LEAL N 966 SALA 2|966|CEP: 79.540-000|CENTRO|
|0150|FORN326|BOCCHI ATACADO LTDA MS|1058|16417108000386||283884584|5005681||AV CAMPO GRANDE|2071|CEP: 79.980-000|CENTRO|
|0150|FORN335|IND E COM DE PRODUTOS ALIMENTICIOS FRUTAP LTDA|1058|00158635000111||212006126115|3506300||CERQUEIRA CESAR|1005|CEP: 18.960-000|JD BERCAM|
|0150|FORN343|ZAELI ALIMENTOS SUL LTDA|1058|02285042001628||284119920|5002704||AV. MINISTRO JOAO ARINOS|6225|CEP: 79.045-005|JARDIM NOROESTE|
|0150|FORN360|ALIMENTOS DALLAS INDUSTRIA E COMERCIO LTDA|1058|03938789000386||283143185|5006002||ROD. BR, 163 KM 366,5|0|CEP: 79.140-000|CENTRO|
|0150|FORN361|J.L.M DE OLIVEIRA - ME|1058|14472372000125||283712988|5002704||EST.10|10|CEP: 79.046-200|SITIOS SANTA MARIA|
|0150|FORN366|LATICINIOS GUAIRA LTDA|1058|04781257000855||284162230|5002704||R JOSE ANACHE|467|CEP: 79.033-050|MATA DO JACINTO|
|0150|FORN378|DALE SORVETES LTDA EPP|1058|07364017000177||283390760|5002704||RUA CAXIAS DO SUL|627|CEP: 79.010-290|CEL ANTONINO|
|0150|FORN390|ARCOM S A|1058|25769266000124||7020270720090|3170206||ROD ANEL VIARIO AYRTON SENNA|2001|CEP: 38.402-329|DIST INDUSTRIAL|
|0150|FORN393|DISTRIBUIDORA DE FRUTAS RAVANELLO LTDA - ME|1058|28912634000130||284257303|5002704||RUA ANTONIO RAHE|680|CEP: 79.033-580|MATA DO JACINTO|
|0150|FORN399|SUPER LIDER DIST. DE CARNES LTDA EPP|1058|17569268000141||283852976|5003488||RUA PRINCIPAL|S/N|CEP: 79.215-000 - ASSE.PAULO FREI|CENTRO|
|0150|FORN402|QUALI FRIOS|1058|19119540000117||283915609|5002704||RUA MARAMBAIA|025|CEP: 79.097-090|COPHAVILLA 2|
|0150|FORN403|COM.PROD.ALIM.MONTE VERDE EIRELI|1058|26461092000109||284198897|5008008||DOM AQUINO 129|0|CEP: 79.190-000|CENTRO|
|0150|FORN43|SEARA ALIMENTOS LTDA CAMPO GRANDE|1058|02914460009611||283267178|5002704||SETE|2596|CEP: 79.108-620|LT PL EMP OESTE|
|0150|FORN434|C E A J HORTIFRUTIGRANJEIROS LTDA|1058|31042018000180||284348775|5002704||R ANTONIO RAHE|680|CEP: 79.033-580|MATA DO JACINTO|
|0150|FORN449|BREAD INDUSTRIA DE ALIMENTOS LTDA|1058|07023331000196||283331488|5002704||AV SOLON PADILHA|3313|CEP: 79.108-610|POLO EMPRESARIAL DO OESTE|
|0150|FORN451|IVANILSON INACIO DA SILVA|1058|02305987000188||283309083|5002704||RUA BRILHANTE|3141|CEP: 79.006-560|VILA BANDEIRANTE|
|0150|FORN454|CASA DA SEMENTE COMERCIO E SERVICOS LTDA - EPP|1058|11162527000139||283548770|5002704||RUA ANTONIO RAHE|680|CEP: 79.033-900|BAIRRO MATA DO JACINTO II|
|0150|FORN461|SDB COMERCIO DE ALIMENTOS LTDA|1058|09477652011201||284531340|5002704||AV. FRIDA PUXIAN|501|CEP: 79.060-700|UNIVERSITARIO|
|0150|FORN472|AMER FARHAT EIRELI|1058|22780335000102||284070750|5000856||FAZ BEIRUT|S/N|CEP: 79.785-000|ZONA RURAL|
|0150|FORN473|GODOY E SOUZA LTDA|1058|12826990000109||284415260|5004502||R JUSCELINO K. DE OLIVEIRA|1190|CEP: 79.890-000|VL BOM JESUS1|
|0150|FORN479|BRESOLIN E CHIAPETTI COMERCIO DE ERVA MATE LTDA|1058|40822908000103||284579157|5002704||RUA PAVUNA|27|CEP: 79.003-022|ITANHANGA PARK|
|0150|FORN49|B E B COMERCIO DE ALIMENTOS LTDA|1058|03186441000118||283086211|5003702||WLADEMIRO DO AMARAL|194|CEP: 79.820-030|VILA AMARAL|
|0150|FORN495|VICTORINO & CIA LTDA ME|1058|10234754000160||283480564|5002704||RUA DAS HORTENCIAS|145|CEP: 79.080-600|JOCKEY CLUB|
|0150|FORN503|FRANCA COMERCIAL DE ALIMENTOS LTDA|1058|02298030000313||284727180|5002704||JOAQUIM MURTINHO|2903|CEP: 79.040-272|CHACARA CACHOEIRA|
|0150|FORN51|LOPES BAY LTDA ME|1058|03216287000180||283354364|5002704||CLINEU DA COSTA MORAES|361|CEP: 79.092-060|JARDIM LEBLON|
|0150|FORN513|ARTPAN COMERCIO DE ALIMENTOS LTDA - CD|1058|02703118000373||284797499|5002704||AV. GAL BERTOLDO KLINGLER|1165|CEP: 79.116-046|FLUMINENSE|
|0150|FORN524|ECOPLAST IND. E COMERCIO DE PLASTICOS LTDA|1058|03833918000100||9021263920|4106209||RUA AFONSO GOOD,|339|CEP: 83.730-000|LAGOA DAS ALMAS|
|0150|FORN528|MADUREIRA HORTIFRUTI LTDA|1058|37432938000190||284632139|5002704||RUA ANTONIO RAHE|680|CEP: 79.033-580|RESIDENCIAL SOTER|
|0150|FORN529|RRX COMERCIO DE CARNES EIRELI|1058|16575918000107||283806290|5005400||ROD. MINIANEL, DIREITA ESTRDA VICINAL|S/N|CEP: 79.150-000|ZONA RURAL|
|0150|FORN534|DU GALO COMERCIO DE ALIMENTOS E TRANSPORTES LTDA|1058|51747543000108||284868175|5002704||RUA JORGE PEDRO BEDOGLIM|1083|CEP: 79.034-240|PARQUE DOS NOVOS ESTADOS|
|0150|FORN536|DONNA DISTRIBUIDORA LTDA - EPP|1058|52238099000168||284882313|5002704||AV. BANDEIRANTES|3934|CEP: 79.006-000|VL BANDEIRANTES|
|0150|FORN537|JOSE ALMEIDA AMORIM FILHO ME|1058|13893956000101||283983590|5002704||RUA SERRA DE MARACAJU|378|CEP: 79.013-420|JARDIM TALISMA|
|0150|FORN539|HM COMERCIO DE HORTIFRUTIGRANJEIROS LTDA|1058|37307794000140||284493627|5002704||RUA ANTONIO RAHE|680|CEP: 79.023-815|RESIDENCIAL SOTER|
|0150|FORN561|JC DISTRIBUICAO LOGISTICA IMP. E EXP. DE PRODUTOS.IND.S/A|1058|06314327001609||284933171|5002704||AVENIDA GURY MARQUES N.6453|0|CEP: 79.064-000|VILA CIDADE MORENA|
|0150|FORN562|COMERCIO DE ALIMENTOS LGS EIRELI - EPP|1058|23651812000100||284186031|5002704||AV. MONTE CASTELO|1140|CEP: 79.011-540|MONTE CASTELO|
|0150|FORN567|RIO NILO DISTRIBUICAO E COMERCIO DE ALIMENTOS LTDA|1058|57929616000169||289544262|5003702||RUA ALAMEDA SUL|7325|CEP: 79.843-010|JARDIM ALHAMBRA|
|0150|FORN568|FORTY FRUTAS COMERCIO DE HORTIFRUTI LTDA|1058|47525998000101||284741086|5002704||RUA LUIS CARLOS PETTENGIL|92|CEP: 79.033-360|BAIRRO MATA DO JACINTO|
|0150|FORN569|CLODOALDO SEVERINO SOUSA|1058|09317790000108||283488930|5002704||RUA PARA|1163|CEP: 79.094-590|VILA SAO JORGE DA LAGOA|
|0150|FORN571|MARCIO MARQUES ROSA|1058||93145101153||5003488||SITIO SAO PAULO|S/N|CEP: 79.215-000|ZONA RURAL|
|0150|FORN580|OESA COMERCIO E REPRESENTACOES S/A|1058|81611931001523||284759236|5002704||AV MANOEL DA COSTA LIMA|515|CEP: 79.080-800|VILA IPIRANGA|
|0150|FORN582|ADRIANA APARECIDA DA SILVA/JOELINO TEIXE|1058||00717057160|287195988|5007901||CAPAO BONITO 2|120|CEP: 79.170-000|ZONA RURAL|
|0150|FORN586|IND. COM. DE LATICINIOS PEREIRA LTDA|1058|72042286001070||284684562|5002704||AV SETE|2596|CEP: 79.108-620|POLO EMPRESARIAL OESTE|
|0150|FORN587|Berti Hortifrutti Ltda.|1058|10657340000496||284985384|5002704||Rua Antonio Rahe|680|CEP: 79.033-900|Mata do Jacinto|
|0150|FORN588|COMERCIO DE ALIMENTOS SAO PEDRO LTDA|1058|41211937000193||284585440|5002704||RUA GALEAO|1161|CEP: 79.083-352|AERO RANCHO|
|0150|FORN589|AGRO SHOPPING LTDA|1058|09425423000128||283464984|5007901||AV DORVALINO DOS SANTOS|1350|CEP: 79.170-000|CENTRO|
|0150|FORN590|ALMEIDA CARVAO E LENHA LTDA|1058|61983564000186||289634806|5002704||AVENIDA ARMANDO SILVESTRINI|141|CEP: 79.108-640|POLO EMPRESARIAL OESTE|
|0150|FORN592|BISCOITOS E MASSAS PICCININI LTDA|1058|11486728000191||9050795656|4124400||RUA GOMERCINDO PALAGI|85|CEP: 85.710-000|VILA CATARINA|
|0150|FORN6|DIST.DE PROD.ALIMEN.DISBOM LTDA|1058|00121362000130||282848703|5002704||DA CAPITAL|772|CEP: 79.022-180|VILA MARGARIDA|
|0150|FORN66|CAMPO DOCE DISTRIBUICAO E LOGISTICA LTDA|1058|04107097000197||283151463|5002704||ELZA DA SILVA GATASS|75|CEP: 79.018-140|POLO EMPR. NOR|
|0150|FORN71|GRAN PET COMERCIO DE ALIMENTOS|1058|04383708000120||283174684|5003702||CIDER DE CERSOZIMO DE SOUZA|1285|CEP: 79.820-030|JD CLIMAX|
